"","tconst","genres.y"
"182","tt0011157","comedy"
"183","tt0011157","romance"
"184","tt0011193","comedy"
"185","tt0011237","fantasy"
"186","tt0011237","horror"
"187","tt0011358","comedy"
"188","tt0011358","drama"
"189","tt0011358","western"
"190","tt0011362","drama"
"191","tt0011370","drama"
"192","tt0011387","action"
"193","tt0011387","adventure"
"194","tt0011387","drama"
"195","tt0011401","comedy"
"196","tt0011401","drama"
"197","tt0011439","adventure"
"198","tt0011439","romance"
"199","tt0011439","western"
"200","tt0011565","crime"
"201","tt0011565","drama"
"202","tt0011565","horror"
"203","tt0011652","comedy"
"204","tt0011723","adventure"
"205","tt0011833","drama"
"206","tt0011833","thriller"
"207","tt0011841","drama"
"208","tt0011841","romance"
"209","tt0011865","comedy"
"210","tt0011865","drama"
"211","tt0011870","drama"
"212","tt0011870","romance"
"213","tt0011904","crime"
"214","tt0011904","drama"
"215","tt0011904","mystery"
"216","tt0011908","action"
"217","tt0011908","adventure"
"218","tt0011909","comedy"
"219","tt0011909","drama"
"220","tt0011960","comedy"
"221","tt0011960","drama"
"222","tt0011960","romance"
"223","tt0011979","drama"
"224","tt0012027","drama"
"225","tt0012027","romance"
"226","tt0012136","comedy"
"227","tt0012190","drama"
"228","tt0012190","romance"
"229","tt0012190","war"
"230","tt0012281","drama"
"231","tt0012349","comedy"
"232","tt0012349","drama"
"233","tt0012349","family"
"234","tt0012364","drama"
"235","tt0012364","fantasy"
"236","tt0012364","horror"
"237","tt0012408","drama"
"238","tt0012465","comedy"
"239","tt0012465","drama"
"240","tt0012486","comedy"
"241","tt0012486","drama"
"242","tt0012494","drama"
"243","tt0012494","fantasy"
"244","tt0012494","thriller"
"245","tt0012532","drama"
"246","tt0012532","history"
"247","tt0012532","romance"
"248","tt0012645","drama"
"249","tt0012651","crime"
"250","tt0012651","drama"
"251","tt0012651","horror"
"252","tt0012675","adventure"
"253","tt0012675","drama"
"254","tt0012675","romance"
"255","tt0012752","action"
"256","tt0012752","adventure"
"257","tt0012752","romance"
"258","tt0012763","drama"
"259","tt0012881","adventure"
"260","tt0012938","drama"
"261","tt0012938","romance"
"262","tt0012952","drama"
"263","tt0012952","romance"
"264","tt0012952","sport"
"265","tt0013059","drama"
"266","tt0013059","family"
"267","tt0013059","fantasy"
"268","tt0013075","comedy"
"269","tt0013086","crime"
"270","tt0013086","mystery"
"271","tt0013086","thriller"
"272","tt0013134","drama"
"273","tt0013140","drama"
"274","tt0013140","thriller"
"275","tt0013201","comedy"
"276","tt0013201","family"
"277","tt0013257","documentary"
"278","tt0013257","fantasy"
"279","tt0013257","horror"
"280","tt0013367","mystery"
"281","tt0013372","drama"
"282","tt0013386","drama"
"283","tt0013427","documentary"
"284","tt0013442","fantasy"
"285","tt0013442","horror"
"286","tt0013496","drama"
"287","tt0013496","fantasy"
"288","tt0013496","romance"
"289","tt0013501","drama"
"290","tt0013556","adventure"
"291","tt0013556","family"
"292","tt0013556","romance"
"293","tt0013571","biography"
"294","tt0013571","drama"
"295","tt0013571","history"
"296","tt0013579","drama"
"297","tt0013579","fantasy"
"298","tt0013579","horror"
"299","tt0013597","drama"
"300","tt0013597","mystery"
"301","tt0013626","drama"
"302","tt0013662","drama"
"303","tt0013662","romance"
"304","tt0013674","action"
"305","tt0013674","adventure"
"306","tt0013674","comedy"
"307","tt0013688","drama"
"308","tt0013688","family"
"309","tt0013688","fantasy"
"310","tt0013741","drama"
"311","tt0013741","history"
"312","tt0013802","drama"
"313","tt0013802","romance"
"314","tt0014029","comedy"
"315","tt0014109","drama"
"316","tt0014109","romance"
"317","tt0014142","drama"
"318","tt0014142","horror"
"319","tt0014142","romance"
"320","tt0014341","comedy"
"321","tt0014341","romance"
"322","tt0014341","thriller"
"323","tt0014358","comedy"
"324","tt0014417","drama"
"325","tt0014429","comedy"
"326","tt0014429","thriller"
"327","tt0014440","drama"
"328","tt0014440","romance"
"329","tt0014446","drama"
"330","tt0014446","romance"
"331","tt0014497","comedy"
"332","tt0014497","drama"
"333","tt0014497","romance"
"334","tt0014524","\n"
"335","tt0014532","biography"
"336","tt0014532","drama"
"337","tt0014532","fantasy"
"338","tt0014538","comedy"
"339","tt0014586","fantasy"
"340","tt0014586","horror"
"341","tt0014605","drama"
"342","tt0014605","romance"
"343","tt0014611","adventure"
"344","tt0014611","comedy"
"345","tt0014611","family"
"346","tt0014624","drama"
"347","tt0014624","romance"
"348","tt0014646","adventure"
"349","tt0014646","drama"
"350","tt0014646","fantasy"
"351","tt0014672","drama"
"352","tt0014672","history"
"353","tt0014672","war"
"354","tt0014702","drama"
"355","tt0014702","history"
"356","tt0014702","romance"
"357","tt0014760","drama"
"358","tt0014770","adventure"
"359","tt0014770","drama"
"360","tt0014900","comedy"
"361","tt0014945","comedy"
"362","tt0014945","romance"
"363","tt0014972","drama"
"364","tt0014972","romance"
"365","tt0014972","thriller"
"366","tt0015002","comedy"
"367","tt0015014","adventure"
"368","tt0015014","drama"
"369","tt0015014","mystery"
"370","tt0015016","history"
"371","tt0015016","romance"
"372","tt0015016","western"
"373","tt0015036","drama"
"374","tt0015039","documentary"
"375","tt0015064","drama"
"376","tt0015119","comedy"
"377","tt0015136","drama"
"378","tt0015136","romance"
"379","tt0015152","drama"
"380","tt0015152","romance"
"381","tt0015163","action"
"382","tt0015163","comedy"
"383","tt0015163","romance"
"384","tt0015167","comedy"
"385","tt0015174","adventure"
"386","tt0015174","drama"
"387","tt0015174","fantasy"
"388","tt0015175","adventure"
"389","tt0015175","drama"
"390","tt0015175","fantasy"
"391","tt0015202","crime"
"392","tt0015202","horror"
"393","tt0015202","mystery"
"394","tt0015213","comedy"
"395","tt0015213","romance"
"396","tt0015224","adventure"
"397","tt0015224","family"
"398","tt0015224","fantasy"
"399","tt0015268","drama"
"400","tt0015310","adventure"
"401","tt0015310","drama"
"402","tt0015310","romance"
"403","tt0015324","action"
"404","tt0015324","comedy"
"405","tt0015324","romance"
"406","tt0015361","drama"
"407","tt0015400","adventure"
"408","tt0015400","family"
"409","tt0015400","fantasy"
"410","tt0015493","drama"
"411","tt0015498","drama"
"412","tt0015498","romance"
"413","tt0015532","adventure"
"414","tt0015532","animation"
"415","tt0015532","fantasy"
"416","tt0015589","comedy"
"417","tt0015624","drama"
"418","tt0015624","romance"
"419","tt0015624","war"
"420","tt0015634","drama"
"421","tt0015648","drama"
"422","tt0015648","history"
"423","tt0015684","drama"
"424","tt0015687","adventure"
"425","tt0015687","romance"
"426","tt0015687","western"
"427","tt0015693","drama"
"428","tt0015693","romance"
"429","tt0015758","adventure"
"430","tt0015758","romance"
"431","tt0015768","drama"
"432","tt0015801","drama"
"433","tt0015841","comedy"
"434","tt0015841","family"
"435","tt0015841","sport"
"436","tt0015842","drama"
"437","tt0015863","comedy"
"438","tt0015863","western"
"439","tt0015864","adventure"
"440","tt0015864","comedy"
"441","tt0015864","drama"
"442","tt0015873","documentary"
"443","tt0015881","drama"
"444","tt0015881","thriller"
"445","tt0015881","western"
"446","tt0016004","comedy"
"447","tt0016013","action"
"448","tt0016013","comedy"
"449","tt0016013","drama"
"450","tt0016022","comedy"
"451","tt0016022","drama"
"452","tt0016029","comedy"
"453","tt0016029","family"
"454","tt0016029","musical"
"455","tt0016039","adventure"
"456","tt0016039","fantasy"
"457","tt0016039","sci-fi"
"458","tt0016104","drama"
"459","tt0016104","romance"
"460","tt0016123","comedy"
"461","tt0016123","horror"
"462","tt0016123","mystery"
"463","tt0016201","crime"
"464","tt0016201","drama"
"465","tt0016201","romance"
"466","tt0016220","horror"
"467","tt0016226","comedy"
"468","tt0016226","romance"
"469","tt0016226","sport"
"470","tt0016230","drama"
"471","tt0016230","romance"
"472","tt0016232","drama"
"473","tt0016258","comedy"
"474","tt0016258","drama"
"475","tt0016276","biography"
"476","tt0016276","drama"
"477","tt0016276","romance"
"478","tt0016310","drama"
"479","tt0016332","comedy"
"480","tt0016332","romance"
"481","tt0016392","drama"
"482","tt0016394","comedy"
"483","tt0016473","crime"
"484","tt0016473","drama"
"485","tt0016473","romance"
"486","tt0016480","western"
"487","tt0016481","crime"
"488","tt0016481","drama"
"489","tt0016481","romance"
"490","tt0016493","comedy"
"491","tt0016493","drama"
"492","tt0016493","fantasy"
"493","tt0016544","adventure"
"494","tt0016544","comedy"
"495","tt0016544","family"
"496","tt0016627","drama"
"497","tt0016627","romance"
"498","tt0016629","mystery"
"499","tt0016629","thriller"
"500","tt0016630","comedy"
"501","tt0016634","action"
"502","tt0016634","adventure"
"503","tt0016634","drama"
"504","tt0016640","crime"
"505","tt0016640","drama"
"506","tt0016640","horror"
"507","tt0016641","adventure"
"508","tt0016641","drama"
"509","tt0016641","romance"
"510","tt0016654","action"
"511","tt0016654","adventure"
"512","tt0016655","crime"
"513","tt0016655","drama"
"514","tt0016655","romance"
"515","tt0016669","drama"
"516","tt0016669","romance"
"517","tt0016672","comedy"
"518","tt0016672","romance"
"519","tt0016690","drama"
"520","tt0016690","romance"
"521","tt0016691","drama"
"522","tt0016691","romance"
"523","tt0016804","adventure"
"524","tt0016804","romance"
"525","tt0016822","comedy"
"526","tt0016822","romance"
"527","tt0016829","drama"
"528","tt0016829","romance"
"529","tt0016832","comedy"
"530","tt0016832","romance"
"531","tt0016847","drama"
"532","tt0016847","fantasy"
"533","tt0016847","horror"
"534","tt0016884","drama"
"535","tt0016884","romance"
"536","tt0016895","action"
"537","tt0016895","comedy"
"538","tt0016895","romance"
"539","tt0016914","drama"
"540","tt0016938","drama"
"541","tt0016939","western"
"542","tt0016953","drama"
"543","tt0017029","comedy"
"544","tt0017048","drama"
"545","tt0017048","horror"
"546","tt0017075","crime"
"547","tt0017075","drama"
"548","tt0017075","mystery"
"549","tt0017103","drama"
"550","tt0017103","fantasy"
"551","tt0017103","horror"
"552","tt0017119","comedy"
"553","tt0017120","drama"
"554","tt0017120","war"
"555","tt0017128","drama"
"556","tt0017136","drama"
"557","tt0017136","sci-fi"
"558","tt0017162","documentary"
"559","tt0017196","drama"
"560","tt0017196","romance"
"561","tt0017226","drama"
"562","tt0017226","history"
"563","tt0017271","drama"
"564","tt0017350","drama"
"565","tt0017372","documentary"
"566","tt0017374","drama"
"567","tt0017374","romance"
"568","tt0017376","documentary"
"569","tt0017416","adventure"
"570","tt0017416","drama"
"571","tt0017416","romance"
"572","tt0017418","drama"
"573","tt0017418","war"
"574","tt0017423","drama"
"575","tt0017437","comedy"
"576","tt0017448","drama"
"577","tt0017449","drama"
"578","tt0017449","romance"
"579","tt0017463","romance"
"580","tt0017463","western"
"581","tt0017534","drama"
"582","tt0017534","romance"
"583","tt0017540","comedy"
"584","tt0017540","drama"
"585","tt0017540","war"
"586","tt0017567","drama"
"587","tt0017567","romance"
"588","tt0017567","western"
"589","tt0017621","drama"
"590","tt0017621","fantasy"
"591","tt0017621","horror"
"592","tt0017632","drama"
"593","tt0017632","romance"
"594","tt0017668","documentary"
"595","tt0017739","comedy"
"596","tt0017739","horror"
"597","tt0017739","mystery"
"598","tt0017743","adventure"
"599","tt0017743","documentary"
"600","tt0017750","comedy"
"601","tt0017750","crime"
"602","tt0017750","drama"
"603","tt0017765","comedy"
"604","tt0017765","drama"
"605","tt0017765","sport"
"606","tt0017809","comedy"
"607","tt0017809","drama"
"608","tt0017809","romance"
"609","tt0017825","adventure"
"610","tt0017825","drama"
"611","tt0017825","thriller"
"612","tt0017843","romance"
"613","tt0017843","thriller"
"614","tt0017918","adventure"
"615","tt0017918","romance"
"616","tt0017925","action"
"617","tt0017925","adventure"
"618","tt0017925","comedy"
"619","tt0017961","comedy"
"620","tt0017961","drama"
"621","tt0017998","drama"
"622","tt0017998","romance"
"623","tt0018033","comedy"
"624","tt0018033","romance"
"625","tt0018037","drama"
"626","tt0018037","music"
"627","tt0018037","musical"
"628","tt0018051","comedy"
"629","tt0018051","drama"
"630","tt0018051","family"
"631","tt0018054","biography"
"632","tt0018054","drama"
"633","tt0018054","history"
"634","tt0018066","drama"
"635","tt0018097","horror"
"636","tt0018102","comedy"
"637","tt0018107","drama"
"638","tt0018107","romance"
"639","tt0018166","drama"
"640","tt0018166","romance"
"641","tt0018179","drama"
"642","tt0018179","romance"
"643","tt0018183","comedy"
"644","tt0018183","romance"
"645","tt0018187","drama"
"646","tt0018192","biography"
"647","tt0018192","drama"
"648","tt0018192","history"
"649","tt0018217","drama"
"650","tt0018217","history"
"651","tt0018218","drama"
"652","tt0018218","history"
"653","tt0018218","romance"
"654","tt0018253","drama"
"655","tt0018253","romance"
"656","tt0018253","sport"
"657","tt0018311","comedy"
"658","tt0018311","romance"
"659","tt0018328","drama"
"660","tt0018328","romance"
"661","tt0018328","sport"
"662","tt0018379","drama"
"663","tt0018379","romance"
"664","tt0018392","drama"
"665","tt0018392","western"
"666","tt0018397","crime"
"667","tt0018397","drama"
"668","tt0018440","comedy"
"669","tt0018451","drama"
"670","tt0018451","romance"
"671","tt0018455","drama"
"672","tt0018455","romance"
"673","tt0018471","comedy"
"674","tt0018471","drama"
"675","tt0018471","romance"
"676","tt0018515","adventure"
"677","tt0018515","comedy"
"678","tt0018515","romance"
"679","tt0018523","comedy"
"680","tt0018526","crime"
"681","tt0018526","drama"
"682","tt0018526","film-noir"
"683","tt0018528","drama"
"684","tt0018528","horror"
"685","tt0018528","romance"
"686","tt0018530","comedy"
"687","tt0018530","drama"
"688","tt0018566","history"
"689","tt0018566","romance"
"690","tt0018578","action"
"691","tt0018578","drama"
"692","tt0018578","romance"
"693","tt0018618","drama"
"694","tt0018618","romance"
"695","tt0018737","crime"
"696","tt0018737","drama"
"697","tt0018737","romance"
"698","tt0018742","comedy"
"699","tt0018742","drama"
"700","tt0018742","family"
"701","tt0018756","comedy"
"702","tt0018770","horror"
"703","tt0018773","comedy"
"704","tt0018773","romance"
"705","tt0018795","drama"
"706","tt0018806","drama"
"707","tt0018806","romance"
"708","tt0018826","comedy"
"709","tt0018836","drama"
"710","tt0018836","romance"
"711","tt0018839","crime"
"712","tt0018839","drama"
"713","tt0018839","film-noir"
"714","tt0018876","comedy"
"715","tt0018876","drama"
"716","tt0018876","romance"
"717","tt0018908","adventure"
"718","tt0018908","drama"
"719","tt0018908","romance"
"720","tt0018909","drama"
"721","tt0018909","war"
"722","tt0018935","drama"
"723","tt0018937","action"
"724","tt0018937","adventure"
"725","tt0018937","comedy"
"726","tt0018972","drama"
"727","tt0018972","romance"
"728","tt0018972","thriller"
"729","tt0019067","comedy"
"730","tt0019067","drama"
"731","tt0019067","romance"
"732","tt0019071","drama"
"733","tt0019071","history"
"734","tt0019071","romance"
"735","tt0019074","drama"
"736","tt0019096","crime"
"737","tt0019096","drama"
"738","tt0019109","comedy"
"739","tt0019109","drama"
"740","tt0019109","romance"
"741","tt0019130","drama"
"742","tt0019130","horror"
"743","tt0019130","mystery"
"744","tt0019195","drama"
"745","tt0019195","romance"
"746","tt0019225","documentary"
"747","tt0019237","drama"
"748","tt0019254","biography"
"749","tt0019254","drama"
"750","tt0019254","history"
"751","tt0019258","comedy"
"752","tt0019258","drama"
"753","tt0019258","romance"
"754","tt0019286","drama"
"755","tt0019286","war"
"756","tt0019304","crime"
"757","tt0019304","drama"
"758","tt0019304","film-noir"
"759","tt0019344","drama"
"760","tt0019379","comedy"
"761","tt0019379","romance"
"762","tt0019400","comedy"
"763","tt0019403","documentary"
"764","tt0019412","action"
"765","tt0019412","comedy"
"766","tt0019412","family"
"767","tt0019415","romance"
"768","tt0019415","thriller"
"769","tt0019421","action"
"770","tt0019421","comedy"
"771","tt0019421","drama"
"772","tt0019429","drama"
"773","tt0019434","action"
"774","tt0019434","drama"
"775","tt0019451","drama"
"776","tt0019451","romance"
"777","tt0019486","drama"
"778","tt0019489","action"
"779","tt0019489","adventure"
"780","tt0019489","drama"
"781","tt0019509","drama"
"782","tt0019532","action"
"783","tt0019532","adventure"
"784","tt0019532","history"
"785","tt0019557","drama"
"786","tt0019557","romance"
"787","tt0019558","drama"
"788","tt0019563","drama"
"789","tt0019563","mystery"
"790","tt0019571","crime"
"791","tt0019571","drama"
"792","tt0019574","drama"
"793","tt0019574","romance"
"794","tt0019585","drama"
"795","tt0019585","romance"
"796","tt0019585","western"
"797","tt0019591","drama"
"798","tt0019611","drama"
"799","tt0019611","fantasy"
"800","tt0019630","crime"
"801","tt0019644","drama"
"802","tt0019644","musical"
"803","tt0019646","drama"
"804","tt0019646","romance"
"805","tt0019649","drama"
"806","tt0019649","war"
"807","tt0019655","drama"
"808","tt0019684","mystery"
"809","tt0019699","adventure"
"810","tt0019699","drama"
"811","tt0019702","crime"
"812","tt0019702","thriller"
"813","tt0019725","crime"
"814","tt0019725","musical"
"815","tt0019726","drama"
"816","tt0019726","musical"
"817","tt0019729","drama"
"818","tt0019729","musical"
"819","tt0019729","romance"
"820","tt0019735","drama"
"821","tt0019735","mystery"
"822","tt0019735","thriller"
"823","tt0019760","documentary"
"824","tt0019760","music"
"825","tt0019777","comedy"
"826","tt0019777","musical"
"827","tt0019788","drama"
"828","tt0019788","romance"
"829","tt0019813","musical"
"830","tt0019823","biography"
"831","tt0019823","drama"
"832","tt0019823","history"
"833","tt0019824","drama"
"834","tt0019824","history"
"835","tt0019824","romance"
"836","tt0019843","drama"
"837","tt0019850","drama"
"838","tt0019850","romance"
"839","tt0019886","adventure"
"840","tt0019886","drama"
"841","tt0019886","romance"
"842","tt0019901","comedy"
"843","tt0019901","drama"
"844","tt0019901","romance"
"845","tt0019935","drama"
"846","tt0019946","drama"
"847","tt0019946","musical"
"848","tt0019946","romance"
"849","tt0019959","drama"
"850","tt0019959","musical"
"851","tt0019993","musical"
"852","tt0020018","romance"
"853","tt0020018","western"
"854","tt0020030","adventure"
"855","tt0020030","drama"
"856","tt0020030","history"
"857","tt0020062","drama"
"858","tt0020062","romance"
"859","tt0020075","drama"
"860","tt0020075","romance"
"861","tt0020092","drama"
"862","tt0020103","drama"
"863","tt0020103","mystery"
"864","tt0020103","thriller"
"865","tt0020112","comedy"
"866","tt0020112","musical"
"867","tt0020112","romance"
"868","tt0020114","comedy"
"869","tt0020122","drama"
"870","tt0020122","romance"
"871","tt0020142","drama"
"872","tt0020142","romance"
"873","tt0020163","comedy"
"874","tt0020163","drama"
"875","tt0020163","romance"
"876","tt0020198","adventure"
"877","tt0020198","romance"
"878","tt0020198","sci-fi"
"879","tt0020210","comedy"
"880","tt0020210","drama"
"881","tt0020217","crime"
"882","tt0020217","drama"
"883","tt0020223","drama"
"884","tt0020223","war"
"885","tt0020230","drama"
"886","tt0020230","history"
"887","tt0020247","comedy"
"888","tt0020247","drama"
"889","tt0020269","crime"
"890","tt0020269","drama"
"891","tt0020298","drama"
"892","tt0020336","comedy"
"893","tt0020336","drama"
"894","tt0020336","musical"
"895","tt0020425","comedy"
"896","tt0020425","drama"
"897","tt0020425","musical"
"898","tt0020439","drama"
"899","tt0020439","romance"
"900","tt0020439","sport"
"901","tt0020442","comedy"
"902","tt0020446","drama"
"903","tt0020466","comedy"
"904","tt0020466","musical"
"905","tt0020475","drama"
"906","tt0020479","comedy"
"907","tt0020479","romance"
"908","tt0020488","drama"
"909","tt0020488","romance"
"910","tt0020499","crime"
"911","tt0020499","drama"
"912","tt0020499","film-noir"
"913","tt0020514","drama"
"914","tt0020523","documentary"
"915","tt0020556","western"
"916","tt0020570","action"
"917","tt0020570","adventure"
"918","tt0020570","drama"
"919","tt0020581","drama"
"920","tt0020581","romance"
"921","tt0020585","comedy"
"922","tt0020585","drama"
"923","tt0020585","romance"
"924","tt0020589","drama"
"925","tt0020589","romance"
"926","tt0020590","comedy"
"927","tt0020590","drama"
"928","tt0020594","adventure"
"929","tt0020594","documentary"
"930","tt0020620","biography"
"931","tt0020620","drama"
"932","tt0020620","history"
"933","tt0020629","drama"
"934","tt0020629","war"
"935","tt0020640","comedy"
"936","tt0020640","musical"
"937","tt0020641","drama"
"938","tt0020641","romance"
"939","tt0020656","drama"
"940","tt0020656","romance"
"941","tt0020668","comedy"
"942","tt0020668","crime"
"943","tt0020668","drama"
"944","tt0020686","crime"
"945","tt0020686","drama"
"946","tt0020686","thriller"
"947","tt0020691","adventure"
"948","tt0020691","romance"
"949","tt0020691","western"
"950","tt0020693","biography"
"951","tt0020693","drama"
"952","tt0020693","western"
"953","tt0020695","drama"
"954","tt0020695","mystery"
"955","tt0020697","drama"
"956","tt0020697","music"
"957","tt0020701","drama"
"958","tt0020702","crime"
"959","tt0020702","drama"
"960","tt0020702","war"
"961","tt0020713","drama"
"962","tt0020713","musical"
"963","tt0020713","romance"
"964","tt0020768","drama"
"965","tt0020768","romance"
"966","tt0020793","crime"
"967","tt0020793","drama"
"968","tt0020799","comedy"
"969","tt0020799","musical"
"970","tt0020814","drama"
"971","tt0020815","action"
"972","tt0020815","drama"
"973","tt0020815","war"
"974","tt0020821","comedy"
"975","tt0020821","romance"
"976","tt0020827","drama"
"977","tt0020827","romance"
"978","tt0020836","crime"
"979","tt0020836","drama"
"980","tt0020838","comedy"
"981","tt0020838","war"
"982","tt0020852","comedy"
"983","tt0020852","musical"
"984","tt0020876","comedy"
"985","tt0020891","drama"
"986","tt0020891","musical"
"987","tt0020891","romance"
"988","tt0020902","comedy"
"989","tt0020902","musical"
"990","tt0020919","comedy"
"991","tt0020919","romance"
"992","tt0020945","comedy"
"993","tt0020945","musical"
"994","tt0020960","drama"
"995","tt0020960","war"
"996","tt0020980","crime"
"997","tt0020980","drama"
"998","tt0020980","romance"
"999","tt0020987","comedy"
"1000","tt0020987","romance"
"1001","tt0021015","comedy"
"1002","tt0021015","drama"
"1003","tt0021016","comedy"
"1004","tt0021016","fantasy"
"1005","tt0021016","musical"
"1006","tt0021025","animation"
"1007","tt0021025","comedy"
"1008","tt0021025","music"
"1009","tt0021040","drama"
"1010","tt0021040","romance"
"1011","tt0021042","comedy"
"1012","tt0021042","drama"
"1013","tt0021042","romance"
"1014","tt0021060","comedy"
"1015","tt0021060","drama"
"1016","tt0021074","drama"
"1017","tt0021079","action"
"1018","tt0021079","crime"
"1019","tt0021079","drama"
"1020","tt0021087","comedy"
"1021","tt0021087","romance"
"1022","tt0021100","comedy"
"1023","tt0021100","musical"
"1024","tt0021100","romance"
"1025","tt0021106","comedy"
"1026","tt0021106","musical"
"1027","tt0021106","romance"
"1028","tt0021110","comedy"
"1029","tt0021110","musical"
"1030","tt0021140","action"
"1031","tt0021140","drama"
"1032","tt0021148","comedy"
"1033","tt0021148","drama"
"1034","tt0021153","comedy"
"1035","tt0021153","musical"
"1036","tt0021153","romance"
"1037","tt0021156","drama"
"1038","tt0021156","romance"
"1039","tt0021165","crime"
"1040","tt0021165","mystery"
"1041","tt0021165","thriller"
"1042","tt0021189","comedy"
"1043","tt0021197","drama"
"1044","tt0021197","romance"
"1045","tt0021223","drama"
"1046","tt0021228","drama"
"1047","tt0021228","film-noir"
"1048","tt0021240","drama"
"1049","tt0021273","drama"
"1050","tt0021281","adventure"
"1051","tt0021281","crime"
"1052","tt0021281","drama"
"1053","tt0021282","comedy"
