,nconst,primaryName
12440,nm0437356,Joseph Kane
12441,nm0437386,Marjorie Kane
12442,nm0437452,Timothy James Kane
12443,nm0437490,Rolfe Kanefsky
12444,nm0437520,Nobuo Kaneko
12445,nm0437526,Shûsuke Kaneko
12446,nm0437580,Takeshi Kaneshiro
12447,nm0437596,Jeff Kanew
12448,nm0437625,Je-kyu Kang
12449,nm0437634,Moon Kang
12450,nm0437642,Soo-youn Kang
12451,nm0437646,Sung Kang
12452,nm0437652,Woo-Suk Kang
12453,nm0437654,Young Man Kang
12454,nm0437688,Kanhaiyalal Chaturvedi
12455,nm0437701,Haruko Wanibuchi
12456,nm0437708,Rolf Kanies
12457,nm0437709,Marek Kanievska
12458,nm0437717,Garson Kanin
12459,nm0437800,Alexis Kanner
12460,nm0437802,Ellie Kanner
12461,nm0437827,Junko Kanô
12462,nm0437900,Hal Kanter
12463,nm0437914,Marin Kanter
12464,nm0438029,Raj Kanwar
12465,nm0438047,Hideo Kanze
12466,nm0438069,Noelle Kao
12467,nm0438071,Phillip Ko
12468,nm0438090,Asif Kapadia
12469,nm0438092,Dimple Kapadia
12470,nm0438174,Iván Kapitány
12471,nm0438223,David Kaplan
12472,nm0438279,Jonathan Kaplan
12473,nm0438394,Yvette Kaplan
12474,nm0438461,Abhishek Kapoor
12475,nm0438463,Anil Kapoor
12476,nm0438465,Annu Kapoor
12477,nm0438488,Pankaj Kapur
12478,nm0438494,Rajat Kapoor
12479,nm0438501,Rishi Kapoor
12480,nm0438585,Valérie Kaprisky
12481,nm0438671,Yuriy Kara
12482,nm0438712,Nikolay Karachentsov
12483,nm0438846,Menelaos Karamaghiolis
12484,nm0438906,Srdjan Karanovic
12485,nm0438960,Toshiaki Karasawa
12486,nm0439037,Ivana Karbanová
12487,nm0439065,Zdzislaw Karczewski
12488,nm0439086,Karin Kardian
12489,nm0439107,László Kardos
12490,nm0439149,Yevgeni Karelov
12491,nm0439170,James Karen
12492,nm0439178,Michael Karen
12493,nm0439259,Smaragda Karydi
12494,nm0439292,Nelly Karim
12495,nm0439315,Soghra Karimi
12496,nm0439330,Halina Zalewska
12497,nm0439334,Rita Karin
12498,nm0439344,Anna Karina
12499,nm0439377,Toyomi Karita
12500,nm0439397,Pekka Karjalainen
12501,nm0439466,Olga Karlatos
12502,nm0439482,John Karlen
12503,nm0439597,Phil Karlson
12504,nm0439642,Jonas Karlsson
12505,nm0439739,Janice Karman
12506,nm0439767,Marin Karmitz
12507,nm0439776,Bill Karn
12508,nm0439784,Girish Karnad
12509,nm0439838,Gennadi Karnovich-Valua
12510,nm0439850,Roscoe Karns
12511,nm0439998,Svetlana Karpinskaya
12512,nm0440052,Abai Karpykov
12513,nm0440075,Mabel Karr
12514,nm0440090,Alex Karras
12515,nm0440171,Eric Karson
12516,nm0440202,Kazim Kartal
12517,nm0440203,Buck Kartalian
12518,nm0440229,Vincent Kartheiser
12519,nm0440269,A. Karunakaran
12520,nm0440351,Alex Karzis
12521,nm0440368,Ton Kas
12522,nm0440415,Lawrence Kasanoff
12523,nm0440454,Renate Kasché
12524,nm0440458,Jake Kasdan
12525,nm0440459,Jon Kasdan
12526,nm0440466,Lenore Kasdorf
12527,nm0440487,Casey Kasem
12528,nm0440511,Daniel Kash
12529,nm0440542,Anna Kashfi
12530,nm0440604,Anurag Kashyap
12531,nm0440616,Chris Kasick
12532,nm0440645,Lyudmila Kasyanova
12533,nm0440667,Risto Kaskilahti
12534,nm0440859,Adam Kassen
12535,nm0440860,Mark Kassen
12536,nm0440869,Matti Kassila
12537,nm0440870,Taavi Kassila
12538,nm0440913,Mathieu Kassovitz
12539,nm0440929,Eleni Kastani
12540,nm0440948,Jeremy Kasten
12541,nm0440980,Leonard Kastle
12542,nm0440994,Jo Kastner
12543,nm0441004,Peter Kastner
12544,nm0441069,Kurt Kasznar
12545,nm0441072,Jerzy Kaszubowski
12546,nm0441090,Sunao Katabuchi
12547,nm0441098,Hairi Katagiri
12548,nm0441105,Nagisa Katahira
12549,nm0441114,Eino Katajavuori
12550,nm0441178,Osamu Katayama
12551,nm0441287,Branka Katic
12552,nm0441351,Gô Katô
12553,nm0441353,Haruko Katô
12554,nm0441364,Kazuhiko Kato
12555,nm0441377,Masaya Katô
12556,nm0441399,Takeshi Katô
12557,nm0441463,Manos Katrakis
12558,nm0441501,Milton Katselas
12559,nm0441525,Dinos Katsouridis
12560,nm0441526,Shintarô Katsu
12561,nm0441540,Tomoharu Katsumata
12562,nm0441548,Masanobu Katsumura
12563,nm0441557,Kokinji Katsura
12564,nm0441574,Yôko Katsuragi
12565,nm0441839,Ross Katz
12566,nm0441914,Lee H. Katzin
12567,nm0442008,Jonathan Kaufer
12568,nm0442109,Charlie Kaufman
12569,nm0442166,James Corey Kaufman
12570,nm0442207,Lloyd Kaufman
12571,nm0442227,Mikhail Kaufman
12572,nm0442241,Philip Kaufman
12573,nm0442287,William Kaufman
12574,nm0442304,Christine Kaufmann
12575,nm0442316,Günther Kaufmann
12576,nm0442332,Maurice Kaufmann
12577,nm0442398,Satish Kaul
12578,nm0442436,Lo Kauppi
12579,nm0442454,Aki Kaurismäki
12580,nm0442455,Mika Kaurismäki
12581,nm0442479,Satish Kaushik
12582,nm0442512,Caroline Kava
12583,nm0442559,John Kavanagh
12584,nm0442646,Gregg Kavet
12585,nm0442664,Karin Kavli
12586,nm0442680,Kakhi Kavsadze
12587,nm0442708,Momoko Kôchi
12588,nm0442709,Tamio Kawaji
12589,nm0442732,Hideko Kawaguchi
12590,nm0442733,Hiroshi Kawaguchi
12591,nm0442740,Saeda Kawaguchi
12592,nm0442819,Jerzy Kawalerowicz
12593,nm0442828,Shôji Kawamori
12594,nm0442848,Reikichi Kawamura
12595,nm0442875,Chôjûrô Kawarasaki
12596,nm0442876,Chôichirô Kawarasaki
12597,nm0442878,Kenzô Kawarasaki
12598,nm0442881,Shizue Kawarazaki
12599,nm0442886,Hiroko Kawasaki
12600,nm0442891,Keizô Kawasaki
12601,nm0442896,Minoru Kawasaki
12602,nm0442904,Hiroyuki Kawase
12603,nm0442905,Naomi Kawase
12604,nm0442929,Yûzô Kawashima
12605,nm0442951,Seizaburô Kawazu
12606,nm0442955,Yûsuke Kawazu
12607,nm0443000,Beatrice Kay
12608,nm0443001,Bernard Kay
12609,nm0443089,Józef Skolimowski
12610,nm0443130,Marjorie Kay
12611,nm0443170,Roger Kay
12612,nm0443181,Stephen Kay
12613,nm0443191,Sylvia Kay
12614,nm0443232,Yûzô Kayama
12615,nm0443238,Narumi Kayashima
12616,nm0443268,Caren Kaye
12617,nm0443273,Celia Milius
12618,nm0443286,David Kaye
12619,nm0443288,Davy Kaye
12620,nm0443321,Ivan Kaye
12621,nm0443373,Paul Kaye
12622,nm0443401,Stubby Kaye
12623,nm0443402,Suzie Kaye
12624,nm0443411,Tony Kaye
12625,nm0443420,Clarissa Kaye-Mason
12626,nm0443433,Howard Kaylan
12627,nm0443505,Clay Kaytis
12628,nm0443521,Friedrich Kayßler
12629,nm0443541,Kostas Kazakos
12630,nm0443562,Shunsuke Kazama
12631,nm0443577,Lainie Kazan
12632,nm0443585,Vangelis Kazan
12633,nm0443592,Stéphane Kazandjian
12634,nm0443609,Gennadiy Kazanskiy
12635,nm0443744,Mounïm Kbab
12636,nm0443811,Marie Kean
12637,nm0443856,James Keane
12638,nm0443857,James Keane
12639,nm0443871,Kerrie Keane
12640,nm0443920,Carolyn Kearney
12641,nm0444054,Seth Kearsley
12642,nm0444120,Kevin Keating
12643,nm0444122,Larry Keating
12644,nm0444172,Joe Keaton
12645,nm0444198,Steven Keats
12646,nm0444201,Viola Keats
12647,nm0444217,Vernon Keays
12648,nm0444223,Arielle Kebbel
12649,nm0444244,Abdellatif Kechiche
12650,nm0444290,Nurit Kedar
12651,nm0444291,Asher Keddie
12652,nm0444321,Lila Kedrova
12653,nm0444328,Dorota Kedzierzawska
12654,nm0444366,Sulev Keedus
12655,nm0444379,Cornelius Keefe
12656,nm0444451,Rose Keegan
12657,nm0444476,Howard Keel
12658,nm0444528,Ruby Keeler
12659,nm0444571,Bob Keen
12660,nm0444584,Geoffrey Keen
12661,nm0444602,Malcolm Keen
12662,nm0444621,Monica Keena
12663,nm0444641,Frank Keenan
12664,nm0444740,Tom Keene
12665,nm0444752,Elizabeth Keener
12666,nm0444753,Hazel Keener
12667,nm0444786,Tom Kenny
12668,nm0444822,Oscar Keesee
12669,nm0444940,Jack Kehler
12670,nm0445033,William Keighley
12671,nm0445100,Betty Lou Keim
12672,nm0445102,Claire Keim
12673,nm0445139,Andrew Keir
12674,nm0445229,Donald Keith
12675,nm0445246,Ian Keith
12676,nm0445290,Robert Keith
12677,nm0445420,Peter Keleghan
12678,nm0445435,Fred Kelemen
12679,nm0445484,Joseph Kell
12680,nm0445523,Cecil Kellaway
12681,nm0445650,Harry Keller
12682,nm0445657,Hiram Keller
12683,nm0445715,Marthe Keller
12684,nm0445812,Fred Kellerman
12685,nm0445863,Alice Kelley
12686,nm0445868,Barry Kelley
12687,nm0445903,Elijah Kelley
12688,nm0445916,James Kelley
12689,nm0445992,Sheila Kelley
12690,nm0446037,Mike Kellin
12691,nm0446052,Pamela Mason
12692,nm0446059,Bob Kelljan
12693,nm0446101,Bruce Kellogg
12694,nm0446129,Ray Kellogg
12695,nm0446223,Brian Kelly
12696,nm0446247,Carol Kelly
12697,nm0446279,Claire Kelly
12698,nm0446298,Daniel Hugh Kelly
12699,nm0446314,David Patrick Kelly
12700,nm0446438,Jack Kelly
12701,nm0446539,Justin Kelly
12702,nm0446593,Lew Kelly
12703,nm0446622,Machine Gun Kelly
12704,nm0446672,Michael Kelly
12705,nm0446715,Nancy Kelly
12706,nm0446757,Patrick Kelly
12707,nm0446763,Patsy Kelly
12708,nm0446769,Paul Kelly
12709,nm0446819,Richard Kelly
12710,nm0446921,Tommy Kelly
12711,nm0446943,Walter C. Kelly
12712,nm0447016,Moultrie Kelsall
12713,nm0447082,Mayme Kelso
12714,nm0447125,Pert Kelton
12715,nm0447220,Ed Kemmer
12716,nm0447236,Mika Kemmo
12717,nm0447238,Pasi Kemmo
12718,nm0447240,Kunal Khemu
12719,nm0447297,Jack Kemp
12720,nm0447305,Jeremy Kemp
12721,nm0447312,Julian Kemp
12722,nm0447337,Martin Kemp
12723,nm0447376,Tom Kemp
12724,nm0447405,Charles Kemper
12725,nm0447437,Don Kempf
12726,nm0447461,Tom Kempinski
12727,nm0447476,Aviva Kempner
12728,nm0447491,Raiku Kemppi
12729,nm0447499,Rachel Kempson
12730,nm0447515,Josef Kemr
12731,nm0447555,Felicity Kendal
12732,nm0447556,Geoffrey Kendal
12733,nm0447557,Jennifer Kendal
12734,nm0447571,Bobby Kendall
12735,nm0447583,David Kendall
12736,nm0447597,Henry Kendall
12737,nm0447608,Kay Kendall
12738,nm0447648,Suzy Kendall
12739,nm0447652,Tony Kendall
12740,nm0447695,Anna Kendrick
12741,nm0447708,Henry Kendrick
12742,nm0447782,Alexa Kenin
12743,nm0447842,David Kennard
12744,nm0447863,Christopher Kenneally
12745,nm0447884,Robert Kennedy Jr.
12746,nm0447913,Arthur Kennedy
12747,nm0447944,Burt Kennedy
12748,nm0447984,Darren Kennedy
12749,nm0448004,Douglas Kennedy
12750,nm0448012,Edgar Kennedy
12751,nm0448033,Florynce Kennedy
12752,nm0448053,Gordon Kennedy
12753,nm0448062,Harold J. Kennedy
12754,nm0448067,Heather Kennedy
12755,nm0448104,Jo Kennedy
12756,nm0448194,M.L. Kennedy
12757,nm0448195,Madge Kennedy
12758,nm0448224,Merna Kennedy
12759,nm0448311,Rory Kennedy
12760,nm0448317,Ryan Kennedy
12761,nm0448322,Sarah Kennedy
12762,nm0448366,Tom Kennedy
12763,nm0448422,Robert Kenner
12764,nm0448483,June Kenney
12765,nm0448563,Don Kenny
12766,nm0448632,Ademir Kenovic
12767,nm0448655,April Kent
12768,nm0448661,Barbara Kent
12769,nm0448670,Billy Kent
12770,nm0448712,Diana Kent
12771,nm0448757,James Kent
12772,nm0448765,Jean Kent
12773,nm0448768,Jennifer Kent
12774,nm0448790,Larry Kent
12775,nm0448827,Peter Kent
12776,nm0448831,Randy Kent
12777,nm0448836,Robert Kent
12778,nm0448900,Chris Kentis
12779,nm0448906,Hulusi Kentmen
12780,nm0448915,Erle C. Kenton
12781,nm0448949,Paul Kenworthy
12782,nm0448987,Doris Kenyon
12783,nm0448991,Gwen Kenyon
12784,nm0449084,Edmond Keosayan
12785,nm0449191,Jean Keraudy
12786,nm0449282,Ahuva Keren
12787,nm0449285,Dror Keren
12788,nm0449311,Tamás Keresztes
12789,nm0449316,Etgar Keret
12790,nm0449323,Yannick Kergoat
12791,nm0449352,Jacki Kerin
12792,nm0449462,James V. Kern
12793,nm0449466,Joey Kern
12794,nm0449652,Bill Kerr
12795,nm0449667,Charlotte Kerr
12796,nm0449694,Frederick Kerr
12797,nm0449713,Herbert Kerr
12798,nm0449726,Jason Kerr
12799,nm0449734,John Kerr
12800,nm0449754,Larry Kerr
12801,nm0449858,J.M. Kerrigan
12802,nm0449868,Lodge Kerrigan
12803,nm0449908,Norman Kerry
12804,nm0449984,Irvin Kershner
12805,nm0450068,Veikko Kerttula
12806,nm0450123,James Kerwin
12807,nm0450138,William Kerwin
12808,nm0450194,Alek Keshishian
12809,nm0450230,Henry S. Kesler
12810,nm0450242,Jillian Kesner
12811,nm0450300,Alice Kessler
12812,nm0450314,Bruce Kessler
12813,nm0450326,Ellen Kessler
12814,nm0450387,Stephen Kessler
12815,nm0450400,Wulf Kessler
12816,nm0450480,John Ketcham
12817,nm0450509,Frank Ketelaar
12818,nm0450534,Peter Ketnath
12819,nm0450627,Johan van der Keuken
12820,nm0450646,Kwok-Man Keung
12821,nm0450661,Michael Keusch
12822,nm0450810,Evelyn Keyes
12823,nm0450848,Mark Keyloun
12824,nm0450936,Michaela Kezele
12825,nm0450975,Konstantin Khabenskiy
12826,nm0451076,Franck Khalfoun
12827,nm0451122,Chulpan Khamatova
12828,nm0451134,Ali Khamraev
12829,nm0451148,Aamir Khan
12830,nm0451155,Ahmed Khan
12831,nm0451170,Arbaaz Khan
12832,nm0451174,Arshad Warsi
12833,nm0451183,Ayub Khan
12834,nm0451190,Bismillah Khan
12835,nm0451211,Feroz Khan
12836,nm0451229,Idrees Khan
12837,nm0451234,Irrfan Khan
12838,nm0451262,Mohamed Khan
12839,nm0451307,Saif Ali Khan
12840,nm0451321,Shah Rukh Khan
12841,nm0451326,Sohail Khan
12842,nm0451355,Yevgeniya Khanayeva
12843,nm0451376,Arsinée Khanjian
12844,nm0451379,Akshaye Khanna
12845,nm0451392,Rinke Khanna
12846,nm0451393,Sanjay Khanna
12847,nm0451425,Kulbhushan Kharbanda
12848,nm0451449,Andrey Kharitonov
12849,nm0451450,Leonid Kharitonov
12850,nm0451561,Sachin Khedekar
12851,nm0451576,Iosif Kheifits
12852,nm0451592,Nacer Khemir
12853,nm0451600,Anupam Kher
12854,nm0451601,Kiron Kher
12855,nm0451660,Ferdinand Khittl
12856,nm0451661,Lyudmila Khityaeva
12857,nm0451674,Michel Khleifi
12858,nm0451691,Leonid Khmara
12859,nm0451747,Aleksandra Khokhlova
12860,nm0451753,Farshad Kholghi
12861,nm0451772,Nino Khomasuridze
12862,nm0451799,Eric Khoo
12863,nm0451822,Georgi Khorkov
12864,nm0451862,Durga Khote
12865,nm0451867,Vladimir Khotinenko
12866,nm0451884,Callie Khouri
12867,nm0451969,Ilya Khrzhanovskiy
12868,nm0451998,Bakhtyar Khudojnazarov
12869,nm0452001,Gennadi Khudyakov
12870,nm0452009,Leleti Khumalo
12871,nm0452021,Akash Khurana
12872,nm0452045,Marlen Khutsiev
12873,nm0452091,Reza Kianian
12874,nm0452102,Abbas Kiarostami
12875,nm0452128,Guy Kibbee
12876,nm0452161,Sandrine Kiberlain
12877,nm0452221,Jan Kidawa-Blonski
12878,nm0452288,Margot Kidder
12879,nm0452298,Mark Kidel
12880,nm0452319,Beeban Kidron
12881,nm0452385,Vinzenz Kiefer
12882,nm0452469,Márcio Kieling
12883,nm0452471,Wolfgang Kieling
12884,nm0452549,Jan Kiepura
12885,nm0452565,Boguslaw Kierc
12886,nm0452607,Fritz Kiersch
12887,nm0452643,Günther Kieslich
12888,nm0452770,Vera Kiiskinen
12889,nm0452772,Stephen Kijak
12890,nm0452817,Kirin Kiki
12891,nm0452821,Kôji Kikkawa
12892,nm0452825,Nana Kiknadze
12893,nm0452827,Rusudan Kiknadze
12894,nm0452860,Rinko Kikuchi
12895,nm0452929,Craig Kilborn
12896,nm0452939,Percy Kilbride
12897,nm0452953,Terry Kilburn
12898,nm0452963,Q'orianka Kilcher
12899,nm0453003,Maggie Kiley
12900,nm0453006,Richard Kiley
12901,nm0453025,Nancy Kilgas
12902,nm0453083,Bakhyt Kilibayev
12903,nm0453262,Jaak Kilmi
12904,nm0453270,Clare Kilner
12905,nm0453330,Nicole van Kilsdonk
12906,nm0453413,Dae-seung Kim
12907,nm0453440,Eui-sung Kim
12908,nm0453455,Hak-young Kim
12909,nm0453467,Ho-jung Kim
12910,nm0453472,Hee-ra Kim
12911,nm0453476,Hye-su Kim
12912,nm0453489,Ill-Young Kim
12913,nm0453492,Jacqueline Kim
12914,nm0453513,Jeon-han Kim
12915,nm0453518,Jee-woon Kim
12916,nm0453543,Joy Kim
12917,nm0453550,June Kyoto Lu
12918,nm0453559,Jeong-kwon Kim
12919,nm0453580,Ki-duk Kim
12920,nm0453589,Gyu-ri Kim
12921,nm0453605,Mi-kyung Kim
12922,nm0453612,Gyu-ri Kim
12923,nm0453623,Myung-gon Kim
12924,nm0453657,Sang-Jin Kim
12925,nm0453670,Seung-woo Kim
12926,nm0453696,Sung-nyu Kim
12927,nm0453705,Tae-woo Kim
12928,nm0453707,Tae-yong Kim
12929,nm0453723,Y.K. Kim
12930,nm0453735,Yeo-jin Kim
12931,nm0453746,Yunjin Kim
12932,nm0453747,Yoosuk Kim
12933,nm0453807,Jeffrey Kimball
12934,nm0453924,Matthew Kimbrough
12935,nm0453956,Poulad Kimiayi
12936,nm0454011,Dana Kimmell
12937,nm0454028,Anthony Kimmins
12938,nm0454087,Isao Kimura
12939,nm0454114,Shinji Kimura
12940,nm0454117,Tae Kimura
12941,nm0454123,Toshie Kimura
12942,nm0454128,Yoshino Kimura
12943,nm0454199,Tim Kincaid
12944,nm0454202,Tina Kincaid
12945,nm0454310,Klaus Kindler
12946,nm0454418,Alan King
12947,nm0454419,Alan King
12948,nm0454437,Allan King
12949,nm0454448,Andrea King
12950,nm0454535,Burton L. King
12951,nm0454544,Carlotta King
12952,nm0454558,Charles King
12953,nm0454559,Charles King
12954,nm0454596,Claude King
12955,nm0454651,Dennis King
12956,nm0454695,Emmett King
12957,nm0454734,George King
12958,nm0454771,Henry King
12959,nm0454809,Jaime King
12960,nm0454870,Joe King
12961,nm0454957,Kevin King
12962,nm0455010,Loretta King
12963,nm0455029,Maclyn King
12964,nm0455058,Matthew Yang King
12965,nm0455078,Michael Patrick King
12966,nm0455133,Perry King
12967,nm0455246,Ruth King
12968,nm0455394,Zalman King
12969,nm0455491,Walter Kingsford
12970,nm0455592,Natalie Kingston
12971,nm0455612,Winifred Kingston
12972,nm0455663,Laurence Kinlan
12973,nm0455687,Melanie Kinnaman
12974,nm0455702,Roy Kinnear
12975,nm0455741,Jack Kinney
12976,nm0455837,Hôka Kinoshita
12977,nm0455839,Keisuke Kinoshita
12978,nm0455869,Neil Kinsella
12979,nm0455886,Lance Kinsey
12980,nm0455938,Teinosuke Kinugasa
12981,nm0455961,Tim Kinzy
12982,nm0455966,Sharyn Kinzie
12983,nm0456091,Kaajal Kiran
12984,nm0456093,Raj Kiran
12985,nm0456096,Usha Kiran
12986,nm0456186,Luke Kirby
12987,nm0456268,Jérôme Kircher
12988,nm0456360,Vladimiros Kiriakidis
12989,nm0456400,Nazan Kesal
12990,nm0456423,Zinaida Kirienko
12991,nm0456426,Sakari Kirjavainen
12992,nm0456509,Lee Kirk
12993,nm0456533,Phyllis Kirk
12994,nm0456539,Robert Kirk
12995,nm0456565,Tommy Kirk
12996,nm0456590,Donald Kirke
12997,nm0456628,Alexander Kirkland
12998,nm0456631,Boyd Kirkland
12999,nm0456645,Hardee Kirkland
13000,nm0456693,Tim Kirkman
13001,nm0456696,Oreste Kirkop
13002,nm0456732,Karey Kirkpatrick
13003,nm0456803,Jack Kirkwood
13004,nm0456804,James Kirkwood
13005,nm0457025,Dorothy Kirsten
13006,nm0457062,Dervla Kirwan
13007,nm0457124,Kazuchika Kise
13008,nm0457204,Keiko Kishi
13009,nm0457219,Kyôko Kishida
13010,nm0457240,Gorô Kishitani
13011,nm0457246,Ephraim Kishon
13012,nm0457327,Cássia Kis
13013,nm0457423,Charles Kissinger
13014,nm0457519,Mie Kitahara
13015,nm0457541,Hiroyuki Kitakubo
13016,nm0457551,Eizô Kitamura
13017,nm0457556,Kazuki Kitamura
13018,nm0457557,Kazuo Kitamura
13019,nm0457565,Ryûhei Kitamura
13020,nm0457586,Kin'ya Kitaôji
13021,nm0457601,Osamu Kitayama
13022,nm0457755,Eartha Kitt
13023,nm0457839,John Kitzmiller
13024,nm0457860,Hakki Kivanç
13025,nm0457954,Sôji Kiyokawa
13026,nm0457962,Tomoko Kiyoshima
13027,nm0457970,R.J. Kizer
13028,nm0458033,Alf Kjellin
13029,nm0458039,Björn Kjellman
13030,nm0458044,Jorunn Kjellsby
13031,nm0458047,Ingvar Kjellson
13032,nm0458080,Kristoffer Kjornes
13033,nm0458206,Thomas Klameth
13034,nm0458251,Cédric Klapisch
13035,nm0458342,Terry Klassen
13036,nm0458460,Burghart Klaußner
13037,nm0458738,Erik S. Klein
13038,nm0458822,Jim Klein
13039,nm0458877,Luce Klein
13040,nm0458951,Robert Klein
13041,nm0459017,William Klein
13042,nm0459030,Rudolf Klein-Rogge
13043,nm0459073,Sergio Kleiner
13044,nm0459170,Randal Kleiser
13045,nm0459252,Werner Klemperer
13046,nm0459375,Bart Klever
13047,nm0459552,Elem Klimov
13048,nm0459567,León Klimovsky
13049,nm0459585,Matthiew Klinck
13050,nm0459627,Herbert Kline
13051,nm0459677,Val Kline
13052,nm0459732,Mårten Klingberg
13053,nm0459778,Paul Klinger
13054,nm0459996,Reinhard Klooss
13055,nm0460031,Dan Klores
13056,nm0460033,Elmar Klos
13057,nm0460120,Nicolas Klotz
13058,nm0460176,Alexander Kluge
13059,nm0460177,Alexandra Kluge
13060,nm0460206,Brian Klugman
13061,nm0460246,Pavel Klushantsev
13062,nm0460254,Jan Klusák
13063,nm0460297,Redbad Klynstra
13064,nm0460323,Pontus Klänge
13065,nm0460337,Eugen Klöpfer
13066,nm0460408,Erika Peters
13067,nm0460477,Evalyn Knapp
13068,nm0460534,Brian Knappenberger
13069,nm0460564,Lorenz Knauer
13070,nm0460647,Ted Kneeland
13071,nm0460651,Hildegard Knef
13072,nm0460671,David Knell
13073,nm0460739,Slaven Knezovic
13074,nm0460864,David Knight
13075,nm0460874,Esmond Knight
13076,nm0461036,Patricia Knight
13077,nm0461129,Wyatt Knight
13078,nm0461136,Keira Knightley
13079,nm0461163,Elina Knihtilä
13080,nm0461281,Kallie Knoetze
13081,nm0461324,Ohad Knoller
13082,nm0461438,Lydia Knott
13083,nm0461455,Don Knotts
13084,nm0461497,Bernard Knowles
13085,nm0461498,Beyoncé
13086,nm0461549,Patric Knowles
13087,nm0461594,Alexander Knox
13088,nm0461618,Elyse Knox
13089,nm0461658,Mickey Knox
13090,nm0461830,Mårten Knutsson
13091,nm0461835,Torkel Knutsson
13092,nm0461860,Lidiya Knyazeva
13093,nm0461865,Roy Knyrim
13094,nm0461895,Danny Ko
13095,nm0461903,Hideo Kô
13096,nm0461925,So-Young Ko
13097,nm0461981,Ai Kobayashi
13098,nm0461982,Akemi Kobayashi
13099,nm0462006,Kaoru Kobayashi
13100,nm0462007,Katsuhiko Kobayashi
13101,nm0462008,Katsuya Kobayashi
13102,nm0462013,Keiju Kobayashi
13103,nm0462029,Masahiro Kobayashi
13104,nm0462030,Masaki Kobayashi
13105,nm0462050,Satomi Kobayashi
13106,nm0462064,Takeshi Kobayashi
13107,nm0462076,Tsuneo Kobayashi
13108,nm0462085,Yukiko Kobayashi
13109,nm0462134,Michi Kobi
13110,nm0462138,Bogumil Kobiela
13111,nm0462158,Victoria Koblenko
13112,nm0462181,Akio Kobori
13113,nm0462182,Makoto Kobori
13114,nm0462228,Bogdan Koca
13115,nm0462277,Chris Koch
13116,nm0462322,Howard W. Koch
13117,nm0462367,Marianne Koch
13118,nm0462406,Sabrina Koch
13119,nm0462407,Sebastian Koch
13120,nm0462516,Nina Koshetz
13121,nm0462550,Marian Kociniak
13122,nm0462590,Margit Kocsis
13123,nm0462607,Hülya Koçyigit
13124,nm0462614,Wanda Koczeska
13125,nm0462673,Boris Kodjoe
13126,nm0462712,David Koechner
13127,nm0462735,Frederick Koehler
13128,nm0462895,David Koepp
13129,nm0463000,Pamela Koevoets
13130,nm0463039,Amy Ziering
13131,nm0463122,Petra Morzé
13132,nm0463152,Michiyo Kogure
13133,nm0463156,Sandra Kogut
13134,nm0463175,Malachi Jara Kohan
13135,nm0463181,Lisa Kohane
13136,nm0463201,Fumiyo Kohinata
13137,nm0463202,Sie Kohinata
13138,nm0463264,Fred Kohler
13139,nm0463315,Sandesh Kohli
13140,nm0463316,Kunal Kohli
13141,nm0463319,Rajkumar Kohli
13142,nm0463435,Susan Kohner
13143,nm0463456,Jára Kohout
13144,nm0463514,Asao Koike
13145,nm0463539,Manisha Koirala
13146,nm0463568,Ilkka Koivula
13147,nm0463581,Timo Koivusalo
13148,nm0463590,Hiroshi Koizumi
13149,nm0463592,Kyôko Koizumi
13150,nm0463596,Takashi Koizumi
13151,nm0463674,Vincent Kok
13152,nm0463684,Nevena Kokanova
13153,nm0463723,Anna-Maija Kokkinen
13154,nm0463740,Ere Kokkonen
13155,nm0463786,Berislav Kokot
13156,nm0463805,Mikhail Kokshenov
13157,nm0463882,Clarence Kolb
13158,nm0464123,Srdjan Koljevic
13159,nm0464136,Andy Kolker
13160,nm0464180,Amos Kollek
13161,nm0464375,Monika Kolpek
13162,nm0464383,Jan Jakub Kolski
13163,nm0464417,Róbert Koltai
13164,nm0464495,Daniela Kolárová
13165,nm0464506,James Komack
13166,nm0464521,Poonam Sinha
13167,nm0464526,Stephan Komandarev
13168,nm0464548,Todd Komarnicki
13169,nm0464561,Sergey Komarov
13170,nm0464582,Wieslaw Komasa
13171,nm0464587,Hôsei Komatsu
13172,nm0464591,Masao Komatsu
13173,nm0464637,Rena Komine
13174,nm0464720,Anna Komolova
13175,nm0464738,Maja Komorowska
13176,nm0464804,Satoshi Kon
13177,nm0464815,Kazuya Konaka
13178,nm0464846,Andrey Konchalovskiy
13179,nm0464847,Egor Konchalovskiy
13180,nm0464912,Yoshimasa Kondô
13181,nm0464945,Marek Kondrat
13182,nm0465034,Jackie Kong
13183,nm0465160,Katsuyuki Konishi
13184,nm0465260,Magda Konopka
13185,nm0465342,Aleksey Konsovskiy
13186,nm0465422,Andreas Kontopoulos
13187,nm0465461,Tadeusz Konwicki
13188,nm0465462,Kern Konwiser
13189,nm0465503,Louis Koo
13190,nm0465515,Guich Koock
13191,nm0465531,Kôji Nanbara
13192,nm0465547,Anton Koolhaas
13193,nm0465551,Martin Koolhoven
13194,nm0465716,Milos Kopecký
13195,nm0465748,Yefim Kopelyan
13196,nm0465903,Ulla Koppel
13197,nm0465929,Isha Koppikar
13198,nm0465932,Barbara Kopple
13199,nm0465948,Petr Kopriva
13200,nm0466010,Pierre Koralnik
13201,nm0466047,Serge Korber
13202,nm0466099,Alexander Korda
13203,nm0466113,Zoltan Korda
