"","nconst","primaryName"
"2640","nm0018515","john alexander"
"2641","nm0018540","katharine alexander"
"2642","nm0018685","richard alexander"
"2643","nm0018717","ross alexander"
"2644","nm0018726","sandy alexander"
"2645","nm0018734","sasha alexander"
"2646","nm0018755","stan alexander"
"2647","nm0018776","terence alexander"
"2648","nm0018777","terry alexander"
"2649","nm0018838","alekos alexandrakis"
"2650","nm0018872","manuel alexandre"
"2651","nm0018902","hélène alexandridis"
"2652","nm0018969","phyllis alexion"
"2653","nm0018977","alvin alexis"
"2654","nm0019136","lyudmila alfimova"
"2655","nm0019145","lidia alfonsi"
"2656","nm0019182","omar alfonso"
"2657","nm0019234","mark alfred"
"2658","nm0019244","hans alfredson"
"2659","nm0019338","zafer algöz"
"2660","nm0019382","ali"
"2661","nm0019385","memet ali alabora"
"2662","nm0019419","george ali"
"2663","nm0019427","ishrat ali"
"2664","nm0019465","nafisa ali"
"2665","nm0019536","arieh elias"
"2666","nm0019595","alberto alifa"
"2667","nm0019602","michael alig"
"2668","nm0019609","slobodan aligrudic"
"2669","nm0019673","claudio aliotti"
"2670","nm0019704","dorothy alison"
"2671","nm0019712","nina alisova"
"2672","nm0019753","boris aljinovic"
"2673","nm0019885","roger allam"
"2674","nm0019922","elizabeth allan"
"2675","nm0019924","eric allan"
"2676","nm0019983","marguerite allan"
"2677","nm0019996","patrick allen"
"2678","nm0020124","marisa allasio"
"2679","nm0020145","louise allbritton"
"2680","nm0020180","allegoo"
"2681","nm0020194","eugenio allegri"
"2682","nm0020222","carlo allemano"
"2683","nm0020248","aleisha allen"
"2684","nm0020251","alfred allen"
"2685","nm0020264","andrew james allen"
"2686","nm0020281","bambi allen"
"2687","nm0020289","barbara jo allen"
"2688","nm0020309","bill allen"
"2689","nm0020312","billie allen"
"2690","nm0020329","brittany allen"
"2691","nm0020354","chad allen"
"2692","nm0020367","chet allen"
"2693","nm0020401","danny allen"
"2694","nm0020405","dave allen"
"2695","nm0020431","david e. allen"
"2696","nm0020464","doug allen"
"2697","nm0020490","elizabeth allen"
"2698","nm0020521","fred allen"
"2699","nm0020555","gracie allen"
"2700","nm0020600","jack allen"
"2701","nm0020639","jeffrey allen"
"2702","nm0020652","jim allen"
"2703","nm0020658","jo harvey allen"
"2704","nm0020695","joseph allen"
"2705","nm0020703","judith allen"
"2706","nm0020717","keith allen"
"2707","nm0020739","krista allen"
"2708","nm0020751","laura allen"
"2709","nm0020763","lester allen"
"2710","nm0020829","melinda allen"
"2711","nm0020893","paul norman allen"
"2712","nm0020942","rex allen"
"2713","nm0020979","robert allen"
"2714","nm0021004","ronald allen"
"2715","nm0021023","sage allen"
"2716","nm0021091","tanya allen"
"2717","nm0021100","tessa allen"
"2718","nm0021112","todd allen"
"2719","nm0021132","tyrees allen"
"2720","nm0021134","valerie allen"
"2721","nm0021136","vera allen"
"2722","nm0021147","w.j. allen"
"2723","nm0021329","sara allgood"
"2724","nm0021342","jean-louis allibert"
"2725","nm0021410","bart allison"
"2726","nm0021439","frankie j. allison"
"2727","nm0021446","jean allison"
"2728","nm0021471","may allison"
"2729","nm0021502","claud allister"
"2730","nm0021548","james allodi"
"2731","nm0021597","christopher allport"
"2732","nm0021600","bruce allpress"
"2733","nm0021607","corbin allred"
"2734","nm0021655","pernilla allwin"
"2735","nm0021667","astrid allwyn"
"2736","nm0021691","catherine allégret"
"2737","nm0021734","gila almagor"
"2738","nm0021747","maryiam palvin almani"
"2739","nm0021780","noam almaz"
"2740","nm0021823","cleia almeida"
"2741","nm0021835","joaquim de almeida"
"2742","nm0021915","celeste almieri"
"2743","nm0021929","ernesto almirante"
"2744","nm0021935","italia almirante-manzini"
"2745","nm0021993","eva almos"
"2746","nm0022011","greta almroth"
"2747","nm0022046","wendy allnutt"
"2748","nm0022081","alicia alonzo"
"2749","nm0022134","anabel alonso"
"2750","nm0022154","chelo alonso"
"2751","nm0022161","daniella alonso"
"2752","nm0022172","ernesto alonso"
"2753","nm0022196","will more"
"2754","nm0022283","trini alonso"
"2755","nm0022306","laz alonso"
"2756","nm0022315","robert alonzo"
"2757","nm0022323","ryan alosio"
"2758","nm0022367","murray alper"
"2759","nm0022375","leah alperin"
"2760","nm0022393","aria alpert adjani"
"2761","nm0022404","ram dass"
"2762","nm0022480","catherine alric"
"2763","nm0022526","sharon alsina"
"2764","nm0022609","hanna alström"
"2765","nm0022664","giuseppe altamurra"
"2766","nm0022672","adriana altaras"
"2767","nm0022675","béatrice altariba"
"2768","nm0022699","cateline alteirac"
"2769","nm0022764","ernesto alterio"
"2770","nm0022765","héctor alterio"
"2771","nm0022767","idan alterman"
"2772","nm0022821","elena altieri"
"2773","nm0022857","alaettin altiok"
"2774","nm0022883","bruce altman"
"2775","nm0022993","martín altomaro"
"2776","nm0023010","peter alton"
"2777","nm0023062","sevket altug"
"2778","nm0023140","crox alvarado"
"2779","nm0023169","magali alvarado"
"2780","nm0023339","ángel álvarez"
"2781","nm0023348","anne alvaro"
"2782","nm0023482","laura alves"
"2783","nm0023493","maria alves"
"2784","nm0023524","susana alves"
"2785","nm0023568","dave alvin"
"2786","nm0023641","osman alyanak"
"2787","nm0023668","lyle alzado"
"2788","nm0023719","masuo amada"
"2789","nm0023832","mathieu amalric"
"2790","nm0023839","amala akkineni"
"2791","nm0023860","ryo amamiya"
"2792","nm0023862","hideyo amamoto"
"2793","nm0023885","tom amandes"
"2794","nm0023889","ismaïl amani"
"2795","nm0023894","betty amann"
"2796","nm0023926","svetlana amanova"
"2797","nm0024130","maurizio amati"
"2798","nm0024162","leandro amato"
"2799","nm0024187","vincenzo amato"
"2800","nm0024188","vincenzo amato"
"2801","nm0024273","lee amber"
"2802","nm0024297","adriana ambesi"
"2803","nm0024302","ambika"
"2804","nm0024322","joss ambler"
"2805","nm0024404","lauren ambrose"
"2806","nm0024577","anna amendola"
"2807","nm0024580","claudio amendola"
"2808","nm0024669","adrienne ames"
"2809","nm0024672","allyson ames"
"2810","nm0024721","julia ames"
"2811","nm0024738","ramsay ames"
"2812","nm0024739","robert ames"
"2813","nm0024743","rosemary ames"
"2814","nm0024796","diana amft"
"2815","nm0024919","georges aminel"
"2816","nm0025309","john amos"
"2817","nm0025347","king ampaw"
"2818","nm0025381","gabi amrani"
"2819","nm0025389","sadashiv amrapurkar"
"2820","nm0025440","morey amsterdam"
"2821","nm0025458","nikki amuka-bird"
"2822","nm0025480","namie amuro"
"2823","nm0025483","eva amurri martino"
"2824","nm0025523","amédée"
"2825","nm0025546","hark-on fung"
"2826","nm0025550","wang an"
"2827","nm0025557","doru ana"
"2828","nm0025621","sabitha anand"
"2829","nm0025627","tinnu anand"
"2830","nm0025631","vinay anand"
"2831","nm0025651","aleksei ananishnov"
"2832","nm0025654","ananth"
"2833","nm0025745","elena anaya"
"2834","nm0025779","romualds ancans"
"2835","nm0025808","alberto anchart"
"2836","nm0025821","leo anchóriz"
"2837","nm0025852","ronni ancona"
"2838","nm0025857","richard anconina"
"2839","nm0025940","bertil anderberg"
"2840","nm0025954","jacqueline andere"
"2841","nm0025994","devon anders"
"2842","nm0025997","donna anders"
"2843","nm0026011","glenn anders"
"2844","nm0026035","luana anders"
"2845","nm0026037","agnes anderson"
"2846","nm0026039","merry anders"
"2847","nm0026047","ruben anders"
"2848","nm0026088","asbjørn andersen"
"2849","nm0026106","bridgette andersen"
"2850","nm0026130","elga andersen"
"2851","nm0026207","manon andersen"
"2852","nm0026254","stefan pagels andersen"
"2853","nm0026257","susy andersen"
"2854","nm0026295","michael anderson jr."
"2855","nm0026364","anthony anderson"
"2856","nm0026563","daphne anderson"
"2857","nm0026655","eddie 'rochester' anderson"
"2858","nm0026687","erich anderson"
"2859","nm0026701","ester anderson"
"2860","nm0026710","evert anderson"
"2861","nm0026802","herbert anderson"
"2862","nm0026841","james anderson"
"2863","nm0026849","james h. anderson"
"2864","nm0026876","jean anderson"
"2865","nm0026879","jeff anderson"
"2866","nm0026904","jim anderson"
"2867","nm0026930","john anderson"
"2868","nm0026955","john k. anderson"
"2869","nm0026981","julie anderson"
"2870","nm0026997","kathryn anderson"
"2871","nm0027092","lisa arrindell"
"2872","nm0027153","marta anderson"
"2873","nm0027156","mary anderson"
"2874","nm0027164","matthew r. anderson"
"2875","nm0027223","mitchell anderson"
"2876","nm0027303","raffaëla anderson"
"2877","nm0027323","richard anderson"
"2878","nm0027351","robert anderson"
"2879","nm0027402","sam anderson"
"2880","nm0027487","sylvia anderson"
"2881","nm0027566","warner anderson"
"2882","nm0027593","xavier anderson"
"2883","nm0027633","birgitta andersson"
"2884","nm0027683","harriet andersson"
"2885","nm0027800","peter andersson"
"2886","nm0027882","keith andes"
"2887","nm0027911","veriko anjaparidze"
"2888","nm0027942","masanobu andô"
"2889","nm0027984","péter andorai"
"2890","nm0028067","júlio andrade"
"2891","nm0028114","paule andral"
"2892","nm0028158","lona andre"
"2893","nm0028191","suzette andrea"
"2894","nm0028222","dimitri andreas"
"2895","nm0028249","kirsten andreasen"
"2896","nm0028265","marit andreassen"
"2897","nm0028293","ingrid andree"
"2898","nm0028299","starr andreeff"
"2899","nm0028303","mircea andreescu"
"2900","nm0028308","boris andreyev"
"2901","nm0028319","damir andrei"
"2902","nm0028440","morten andresen"
"2903","nm0028459","herb andress"
"2904","nm0028487","simón andreu"
"2905","nm0028568","barry andrews"
"2906","nm0028625","david andrews"
"2907","nm0028647","edward andrews"
"2908","nm0028674","harry andrews"
"2909","nm0028690","jason andrews"
"2910","nm0028739","laverne andrews"
"2911","nm0028782","maxene andrews"
"2912","nm0028809","patty andrews"
"2913","nm0028878","tod andrews"
"2914","nm0028903","andrex"
"2915","nm0028907","natalya andreychenko"
"2916","nm0028923","vladimir andreyev"
"2917","nm0028926","galina andreeva"
"2918","nm0028965","miodrag andric"
"2919","nm0028977","virl andrick"
"2920","nm0029018","igrida andrina"
"2921","nm0029048","viktor andrienko"
"2922","nm0029155","andrzej andrzejewski"
"2923","nm0029177","bert andré"
"2924","nm0029182","carole andré"
"2925","nm0029196","gaby andré"
"2926","nm0029208","jean-pierre andré"
"2927","nm0029256","jean-pierre andréani"
"2928","nm0029264","leif andrée"
"2929","nm0029278","ángel de andrés lópez"
"2930","nm0029391","michelle ang"
"2931","nm0029400","michael angarano"
"2932","nm0029434","arthur angel"
"2933","nm0029456","heather angel"
"2934","nm0029460","jack angel"
"2935","nm0029502","vanessa angel"
"2936","nm0029513","giannis angelakas"
"2937","nm0029549","nando angelini"
"2938","nm0029579","edy angelillo"
"2939","nm0029580","gigi angelillo"
"2940","nm0029746","muriel angelus"
"2941","nm0029771","zsolt anger"
"2942","nm0029781","siiri angerkoski"
"2943","nm0029792","avril angers"
"2944","nm0029818","sergiu anghel"
"2945","nm0029844","luciana angiolillo"
"2946","nm0029846","ambra angiolini"
"2947","nm0029890","chriss anglin"
"2948","nm0030021","christien anholt"
"2949","nm0030052","serafim anikeyev"
"2950","nm0030084","aleksandr anisimov"
"2951","nm0030086","andrei anisimov"
"2952","nm0030097","irina anisimova-wulf"
"2953","nm0030135","anjuman"
"2954","nm0030150","heather ankeny"
"2955","nm0030153","sverre anker ousdal"
"2956","nm0030166","evelyn ankers"
"2957","nm0030194","morris ankrum"
"2958","nm0030241","anna-lisa"
"2959","nm0030246","annabella"
"2960","nm0030272","jotham annan"
"2961","nm0030327","glory annen"
"2962","nm0030344","frank annese"
"2963","nm0030349","imogen annesley"
"2964","nm0030383","vito annichiarico"
"2965","nm0030417","hideaki anno"
"2966","nm0030432","annu mari"
"2967","nm0030516","michael ansara"
"2968","nm0030653","a.e. anson"
"2969","nm0030721","leo antadze"
"2970","nm0030796","wayne anthoney"
"2971","nm0030838","carl anthony"
"2972","nm0030927","keith anthony"
"2973","nm0030989","ray anthony"
"2974","nm0031026","tony anthony"
"2975","nm0031060","roberto antier"
"2976","nm0031072","sergei antimonov"
"2977","nm0031078","steve antin"
"2978","nm0031249","gegia"
"2979","nm0031441","angelos antonopoulos"
"2980","nm0031446","aleksandr antonov"
"2981","nm0031467","nina antonova"
"2982","nm0031468","olga antonova"
"2983","nm0031506","stefano antonucci"
"2984","nm0031511","omero antonutti"
"2985","nm0031529","jason antoon"
"2986","nm0031612","eduardo antuña"
"2987","nm0031719","kyôko anzai"
"2988","nm0031752","thomas anzenhofer"
"2989","nm0031785","anémone"
"2990","nm0031788","helena anýzová"
"2991","nm0031812","hôhi aoki"
"2992","nm0031832","tomio aoki"
"2993","nm0031844","takeshi aono"
"2994","nm0031853","noriko aota"
"2995","nm0031878","hiroshi aoyama"
"2996","nm0031958","rafaela aparicio"
"2997","nm0031967","aparna sen"
"2998","nm0031997","inge appelt"
"2999","nm0031999","scott apel"
"3000","nm0032035","tina apicella"
"3001","nm0032105","apollon uni"
"3002","nm0032139","lysa apostle"
"3003","nm0032162","zeta apostolou"
"3004","nm0032375","shiri appleby"
"3005","nm0032399","phyllis applegate"
"3006","nm0032629","angel aquino"
"3007","nm0032643","kris aquino"
"3008","nm0032660","mehtap ar"
"3009","nm0032661","müjde ar"
"3010","nm0032737","carlos aragón"
"3011","nm0032745","jesse aragon"
"3012","nm0032787","renato aragão"
"3013","nm0032793","angélica aragón"
"3014","nm0032889","ichirô araki"
"3015","nm0032929","hiroshi aramata"
"3016","nm0032955","hugo arana"
"3017","nm0032962","tomas arana"
"3018","nm0033007","ángel aranda"
"3019","nm0033014","stojan 'stole' arandjelovic"
"3020","nm0033042","julián arango"
"3021","nm0033055","tonio arango"
"3022","nm0033065","sonsoles aranguren"
"3023","nm0033068","ray aranha"
"3024","nm0033117","carla araque"
"3025","nm0033125","bulut aras"
"3026","nm0033141","yoshizaburo arashi"
"3027","nm0033145","marjukka arasola"
"3028","nm0033152","arata iura"
"3029","nm0033165","michael arata"
"3030","nm0033171","michiyo aratama"
"3031","nm0033249","zeudi araya cristaldi"
"3032","nm0033306","olivia araújo"
"3033","nm0033329","alexandre arbatt"
"3034","nm0033389","pascale arbillot"
"3035","nm0033400","bob arbogast"
"3036","nm0033505","nathaniel arcand"
"3037","nm0033509","domiziano arcangeli"
"3038","nm0033519","félix arcarazo"
"3039","nm0033562","nastja arcel"
"3040","nm0033606","sylvio archambault"
"3041","nm0033692","cay forester"
"3042","nm0033726","sandra archer"
"3043","nm0033828","antonio arcidiacono"
"3044","nm0033851","tamara arciuch"
"3045","nm0033929","michel ardan"
"3046","nm0033962","arianne ulmer"
"3047","nm0033977","bridget hoffman"
"3048","nm0033986","jane arden"
"3049","nm0034066","edmond ardisson"
"3050","nm0034068","george ardisson"
"3051","nm0034079","pierre arditi"
"3052","nm0034147","mimí ardú"
"3053","nm0034253","lello arena"
"3054","nm0034257","maurizio arena"
"3055","nm0034267","jacqueline arenal"
"3056","nm0034301","rosita arenas"
"3057","nm0034309","geoffrey arend"
"3058","nm0034325","mikkel arendt"
"3059","nm0034330","fabián arenillas"
"3060","nm0034335","steve cassling"
"3061","nm0034366","jens arentzen"
"3062","nm0034390","niels arestrup"
"3063","nm0034424","wayne arey"
"3064","nm0034455","chiara argelli"
"3065","nm0034485","fiore argento"
"3066","nm0034492","carmen argenziano"
"3067","nm0034509","vinny argiro"
"3068","nm0034519","victor argo"
"3069","nm0034541","david argue"
"3070","nm0034661","ariane"
"3071","nm0034680","arturo arias"
"3072","nm0034733","yancey arias"
"3073","nm0034836","ineko arima"
"3074","nm0034841","narimi arimori"
"3075","nm0034848","natalya arinbasarova"
"3076","nm0034889","ichirô arishima"
"3077","nm0034946","henri arius"
"3078","nm0034962","kristen ariza"
"3079","nm0034984","yoshiki arizono"
"3080","nm0035018","arjun"
"3081","nm0035060","adam arkin"
"3082","nm0035128","swann arlaud"
"3083","nm0035131","algis arlauskas"
"3084","nm0035159","richard arlen"
"3085","nm0035196","florence arliss"
"3086","nm0035229","ralph arlyck"
"3087","nm0035395","jillian armenante"
"3088","nm0035422","giorgos armenis"
"3089","nm0035455","henry armetta"
"3090","nm0035467","armida"
"3091","nm0035488","fred armisen"
"3092","nm0035514","richard armitage"
"3093","nm0035605","alun armstrong"
"3094","nm0035626","billie joe armstrong"
"3095","nm0035643","buki armstrong"
"3096","nm0035664","curtis armstrong"
"3097","nm0035730","hugo armstrong"
"3098","nm0035788","kerry armstrong"
"3099","nm0035866","r.g. armstrong"
"3100","nm0035877","robert armstrong"
"3101","nm0035925","todd armstrong"
"3102","nm0036107","desi arnaz jr."
"3103","nm0036109","lucie arnaz"
"3104","nm0036120","adelheid arndt"
"3105","nm0036170","peter arne"
"3106","nm0036181","france arnel"
"3107","nm0036261","jeannetta arnette"
"3108","nm0036353","annette arnold"
"3109","nm0036408","debbie arnold"
"3110","nm0036427","edward arnold"
"3111","nm0036459","gertrud arnold"
"3112","nm0036520","karolyn arnold"
"3113","nm0036537","lisa arnold"
"3114","nm0036546","mal arnold"
"3115","nm0036639","stewart arnold"
"3116","nm0036663","victor arnold"
"3117","nm0036734","françoise arnoul"
"3118","nm0036755","robert arnoux"
"3119","nm0036834","matti aro"
"3120","nm0036978","judie aronson"
"3121","nm0037017","jas arora"
"3122","nm0037019","malaika arora"
"3123","nm0037037","olga aroseva"
"3124","nm0037074","attila c. arpa"
"3125","nm0037106","maría elena arpón"
"3126","nm0037124","alexandre arquillière"
"3127","nm0037316","nike arrighi"
"3128","nm0037355","armando arriola"
"3129","nm0037410","karina arroyave"
"3130","nm0037490","asuman arsan"
"3131","nm0037615","vija artmane"
"3132","nm0037723","alain artur"
"3133","nm0037733","anne arthur"
"3134","nm0037735","bea arthur"
"3135","nm0037742","charlotte arthur"
"3136","nm0037760","gavin arthur"
"3137","nm0037761","george k. arthur"
"3138","nm0037783","johnny arthur"
"3139","nm0037816","robert arthur"
"3140","nm0037970","lisa arturo"
"3141","nm0037982","gigi artuso"
"3142","nm0038023","ila arun"
"3143","nm0038104","frank arvidson"
"3144","nm0038167","jamshid hashempur"
"3145","nm0038258","ana paula arósio"
"3146","nm0038268","r.i. asad"
"3147","nm0038273","miyoko asada"
"3148","nm0038292","kuniko asagi"
"3149","nm0038320","shinpachirô asaka"
"3150","nm0038349","kazuyuki asano"
"3151","nm0038355","tadanobu asano"
"3152","nm0038358","yûko asano"
"3153","nm0038377","ruriko asaoka"
"3154","nm0038378","yukiji asaoka"
"3155","nm0038449","ariane ascaride"
"3156","nm0038488","oscar asche"
"3157","nm0038572","neus asensi"
"3158","nm0038680","ashanti"
"3159","nm0038690","lorraine ashbourne"
"3160","nm0038870","jane asher"
"3161","nm0038914","renée asherson"
"3162","nm0038918","kate ashfield"
"3163","nm0038951","shinsuke ashida"
"3164","nm0038960","izumi ashikawa"
"3165","nm0038961","makoto ashikawa"
"3166","nm0038962","yoshimi ashikawa"
"3167","nm0038988","lior ashkenazi"
"3168","nm0039049","edward ashley"
"3169","nm0039051","elizabeth ashley"
"3170","nm0039066","jennifer ashley"
"3171","nm0039067","joel ashley"
"3172","nm0039068","john ashley"
"3173","nm0039148","aaron ashmore"
"3174","nm0039162","shawn ashmore"
"3175","nm0039168","jesper asholt"
"3176","nm0039169","leon askin"
"3177","nm0039226","john ashton"
"3178","nm0039240","linda ashton"
"3179","nm0039276","sylvia ashton"
"3180","nm0039402","cecilie a. mosli"
"3181","nm0039435","luke askew"
"3182","nm0039450","arthur askey"
"3183","nm0039471","tony askin"
"3184","nm0039489","paul askonas"
"3185","nm0039510","grégoire aslan"
"3186","nm0039591","kumiko asô"
"3187","nm0039604","yumi asô"
"3188","nm0039613","jim asp"
"3189","nm0039697","george asprey"
"3190","nm0039707","maría asquerino"
"3191","nm0039916","fábio assunção"
"3192","nm0039924","pat ast"
"3193","nm0039931","georgi astafyev"
"3194","nm0039951","mikhail astangov"
"3195","nm0039958","shay astar"
"3196","nm0039960","luigi astarita"
"3197","nm0039967","adriana asti"
"3198","nm0039978","tatiana astengo"
"3199","nm0039989","nils asther"
"3200","nm0040014","john astin"
"3201","nm0040015","mackenzie astin"
"3202","nm0040038","barry atsma"
"3203","nm0040090","gertrude astor"
"3204","nm0040094","junie astor"
"3205","nm0040098","patti astor"
"3206","nm0040234","yamil atala"
"3207","nm0040309","aysen atav"
"3208","nm0040358","larry aten"
"3209","nm0040366","bahri ates"
"3210","nm0040374","roscoe ates"
"3211","nm0040440","thodoris atheridis"
"3212","nm0040472","william atherton"
"3213","nm0040520","nilgün atilgan"
"3214","nm0040545","féodor atkine"
"3215","nm0040573","dave atkins"
"3216","nm0040586","eileen atkins"
"3217","nm0040591","essence atkins"
"3218","nm0040662","tom atkins"
"3219","nm0040688","chris atkinson"
"3220","nm0040709","dorothy atkinson"
"3221","nm0040815","john atkinsons"
"3222","nm0040910","kiyoshi atsumi"
"3223","nm0040933","henri attal"
"3224","nm0040939","yvan attal"
"3225","nm0040962","ugo attanasio"
"3226","nm0040997","toni attell"
"3227","nm0041010","elsie attenhofer"
"3228","nm0041021","malcolm atterbury"
"3229","nm0041066","antonella attili"
"3230","nm0041136","barry atwater"
"3231","nm0041138","edith atwater"
"3232","nm0041165","roy atwell"
"3233","nm0041172","lionel atwill"
"3234","nm0041270","brigitte auber"
"3235","nm0041281","rene auberjonois"
"3236","nm0041304","lenore aubert"
"3237","nm0041315","robin aubert"
"3238","nm0041334","stéphane aubier"
"3239","nm0041388","anne aubrey"
"3240","nm0041405","james aubrey"
"3241","nm0041412","larry aubrey"
"3242","nm0041420","skye aubrey"
"3243","nm0041438","cécile aubry"
"3244","nm0041457","simone aubry"
"3245","nm0041509","michel auclair"
"3246","nm0041529","peter aude"
"3247","nm0041597","'spring' mark adley"
"3248","nm0041598","eleanor audley"
"3249","nm0041602","maxine audley"
"3250","nm0041632","elvire audray"
"3251","nm0041635","pascale audret"
"3252","nm0041681","mischa auer"
"3253","nm0041752","blythe auffarth"
"3254","nm0041775","yuliya aug"
"3255","nm0041875","robert august"
"3256","nm0041957","otávio augusto"
"3257","nm0042023","sophie d'aulan"
"3258","nm0042046","ewa aulin"
"3259","nm0042083","marie ault"
"3260","nm0042104","michel aumont"
"3261","nm0042106","tina aumont"
"3262","nm0042124","nora aunor"
"3263","nm0042164","andrea aureli"
"3264","nm0042212","trond fausa"
"3265","nm0042257","germaine aussey"
"3266","nm0042305","sophie auster"
"3267","nm0042315","alan austin"
"3268","nm0042316","alana austin"
"3269","nm0042317","albert austin"
"3270","nm0042380","frank austin"
"3271","nm0042406","jack austin"
"3272","nm0042424","jerry austin"
"3273","nm0042438","karen austin"
"3274","nm0042487","pamela austin"
"3275","nm0042489","paul austin"
"3276","nm0042496","phyllis konstam"
"3277","nm0042524","steve austin"
"3278","nm0042552","william austin"
"3279","nm0042608","fiinu autio"
"3280","nm0042612","risto autio"
"3281","nm0042613","pekka autiovuori"
"3282","nm0042623","paulo autran"
"3283","nm0042703","max auzinger"
"3284","nm0042757","luis avalos"
"3285","nm0042805","erick avari"
"3286","nm0042855","doe avedon"
"3287","nm0042884","joe mari avellana"
"3288","nm0042958","anthony averill"
"3289","nm0043041","james avery"
"3290","nm0043086","tol avery"
"3291","nm0043088","val avery"
"3292","nm0043203","romen avinian"
"3293","nm0043241","shai avivi"
"3294","nm0043247","vasilis avlonitis"
"3295","nm0043259","aki avni"
"3296","nm0043308","chris avram"
"3297","nm0043354","philippe avron"
"3298","nm0043389","alejandro awada"
"3299","nm0043396","keiko awaji"
"3300","nm0043398","chikage awashima"
"3301","nm0043453","eddie axberg"
"3302","nm0043497","nina axelrod"
"3303","nm0043509","einar axelsson"
"3304","nm0043552","taliesin jaffe"
"3305","nm0043662","charlotte ayanna"
"3306","nm0043672","ann ayars"
"3307","nm0043704","nicki aycox"
"3308","nm0043724","turgay aydin"
"3309","nm0043728","oya aydogan"
"3310","nm0043875","felix aylmer"
"3311","nm0043891","john aylward"
"3312","nm0043923","jean aymé"
"3313","nm0043969","agnes ayres"
"3314","nm0043994","leah ayres"
"3315","nm0044010","robert ayres"
"3316","nm0044024","randle ayrton"
"3317","nm0044073","lubna azabal"
"3318","nm0044118","mina azarian"
"3319","nm0044139","paul azaïs"
"3320","nm0044228","dionísio azevedo"
"3321","nm0044283","tony azito"
"3322","nm0044318","anthony azizi"
"3323","nm0044343","tanvi azmi"
"3324","nm0044354","pedro aznar"
"3325","nm0044376","eloy azorín"
"3326","nm0044430","irene azuela"
"3327","nm0044463","terumi azuma"
"3328","nm0044472","sybil azur"
"3329","nm0044489","candice azzara"
"3330","nm0044535","sabine azéma"
"3331","nm0044551","yazid aït"
"3332","nm0044579","beth b"
"3333","nm0044617","inday ba"
"3334","nm0044747","mariya babanova"
"3335","nm0044762","obba babatundé"
"3336","nm0044796","raj babbar"
"3337","nm0044798","thom babbes"
"3338","nm0044823","barbara babcock"
"3339","nm0044859","todd babcock"
"3340","nm0044865","fabienne babe"
"3341","nm0044869","armand babel"
"3342","nm0044910","howard loeb babeuf"
"3343","nm0044916","parveen babi"
"3344","nm0044918","paul babiak"
"3345","nm0045030","boris babochkin"
"3346","nm0045059","jennifer babtist"
"3347","nm0045128","baby leroy"
"3348","nm0045129","baby margie"
"3349","nm0045132","kumari naaz"
"3350","nm0045133","baby peggy"
"3351","nm0045136","sarika"
"3352","nm0045209","michael bacall"
"3353","nm0045219","mike bacarella"
"3354","nm0045354","sabine bach"
"3355","nm0045363","vivi bach"
"3356","nm0045388","marat basharov"
"3357","nm0045393","abhishek bachchan"
"3358","nm0045420","stephanie bachelor"
"3359","nm0045461","alicja bachleda"
"3360","nm0045489","þorsteinn bachmann"
"3361","nm0045502","hans bachmann"
"3362","nm0045584","steve bacic"
"3363","nm0045637","brian backer"
"3364","nm0045661","claire hackett"
"3365","nm0045675","des brady"
"3366","nm0045751","don backy"
"3367","nm0045754","olga baclanova"
"3368","nm0045763","beaumont bacon"
"3369","nm0045784","irving bacon"
"3370","nm0045813","nick bacon"
"3371","nm0045870","jean-pierre bacri"
"3372","nm0045968","hermione baddeley"
"3373","nm0045996","alan badel"
"3374","nm0046006","badema"
"3375","nm0046033","diedrich bader"
"3376","nm0046112","penn badgley"
"3377","nm0046133","laurence badie"
"3378","nm0046152","jean badin"
"3379","nm0046223","sayed badreya"
"3380","nm0046277","doona bae"
"3381","nm0046331","buddy baer"
"3382","nm0046347","edouard baer"
"3383","nm0046359","john baer"
"3384","nm0046368","max baer"
"3385","nm0046373","parley baer"
"3386","nm0046400","harald baerow"
"3387","nm0046408","norman baert"
"3388","nm0046424","veerle baetens"
"3389","nm0046518","vitali baganov"
"3390","nm0046528","spartak bagashvili"
"3391","nm0046541","larry bagby"
"3392","nm0046559","ross bagdasarian jr."
"3393","nm0046575","vladas bagdonas"
"3394","nm0046590","ian bagg"
"3395","nm0046673","gianni baghino"
"3396","nm0046750","alison bagnall"
"3397","nm0046773","john bagni"
"3398","nm0046894","mohnish bahl"
"3399","nm0046917","roma bahn"
"3400","nm0047010","wu bai"
"3401","nm0047012","xueyun bai"
"3402","nm0047014","yang bai"
"3403","nm0047016","ying bai"
"3404","nm0047033","matthew baidoo"
"3405","nm0047121","robert bailey jr."
"3406","nm0047155","bill bailey"
"3407","nm0047248","eion bailey"
"3408","nm0047264","frederick bailey"
"3409","nm0047265","g.w. bailey"
"3410","nm0047329","john c. bailey"
"3411","nm0047332","jonathan bailey"
"3412","nm0047392","marion bailey"
"3413","nm0047440","pearl bailey"
"3414","nm0047459","robert bailey"
"3415","nm0047467","robin bailey"
"3416","nm0047487","scott bailey"
"3417","nm0047490","shane bailey"
"3418","nm0047562","rachel bailit"
"3419","nm0047623","pierre baillot"
"3420","nm0047716","kathy bain"
"3421","nm0047720","mary brian"
"3422","nm0047772","bob baines"
"3423","nm0047800","beulah bains"
"3424","nm0047810","fay bainter"
"3425","nm0047860","charles baird"
"3426","nm0047872","harry baird"
"3427","nm0047962","chieko baishô"
"3428","nm0047963","mitsuko baishô"
